Time (Sec);S1;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S4;S5;S6;S7;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
60.04217999999991;19160.0;97.56375599999973;97.8309559999997;97.88742319999986;98.00094719999976;99.59417439999973;98.37524959999985;98.95423519999974;99.4458207999997;98.59348719999986;98.80704879999985;99.51157679999974;99.85643199999978;98.94912879999984;99.85643199999978;99.44440559999981;99.71494239999976;99.08935439999979;97.42938800000007;97.13962640000014;99.19691999999985;99.73659519999975;
120.00000000000037;19160.0;94.61868719999944;95.24084719999937;95.2653271999998;95.4575135999994;99.05729519999943;96.4418503999997;97.8364087999995;98.88478799999939;96.86100559999967;97.39732799999969;98.90468479999947;99.73016399999958;97.65733439999967;99.70601039999957;98.77150079999963;99.32298479999949;97.98436079999955;94.35239920000025;93.80021040000042;98.29157999999971;99.46540559999951;
180.0615266666664;19160.0;91.74363119999913;92.79565999999906;92.64323119999975;93.0123263999991;98.3755943999991;94.33028959999953;96.70701359999927;98.22724079999907;95.18176159999956;96.00061439999953;98.41856079999923;99.45907439999934;96.54535439999951;99.55568879999936;98.20562079999944;99.05189519999925;97.02417519999933;91.27740080000046;90.28145200000071;97.38633999999958;99.04939439999924;
240.0852293333289;19160.0;88.79856239999884;90.20555119999872;90.14949199999964;90.49712639999882;97.95948319999883;92.40028879999942;95.39840639999903;97.54543999999873;93.45512639999946;94.46338719999942;97.63255679999895;99.30865279999912;95.13853839999939;99.28449919999912;97.50977199999926;98.756551999999;95.79167519999913;88.21784400000072;86.71917360000104;96.36259999999945;98.63328319999897;
300.00492666666327;19160.0;86.06842799999856;87.76036399999842;87.59740879999956;87.82533599999852;97.56762559999856;90.57354079999925;94.24312559999876;96.79127839999839;91.85498159999929;93.10105759999925;97.1339479999987;99.15833119999891;93.93005759999922;99.15833119999891;96.77679119999907;98.34054079999873;94.73580479999892;85.21225200000092;83.46789840000122;95.31527999999932;98.36219359999873;
360.01041599999826;19160.0;83.12335919999828;85.17025519999808;84.9753127999995;85.27023359999816;97.03074639999826;88.67677999999911;93.08937679999852;96.23024559999809;90.0983463999991;91.69133679999909;96.51457119999841;99.0320631999987;92.63816319999904;99.0320631999987;96.10388639999888;97.94858319999847;93.63081119999867;82.14978960000113;80.15134640000149;94.43361999999918;98.09100399999849;
420.00000000000074;19160.0;80.24830319999796;82.72506799999778;82.37655439999943;82.82504639999786;96.39735279999795;86.60092799999894;91.92405919999828;95.59675199999776;88.51570319999901;90.37851039999894;96.00429359999816;98.76097359999847;91.63365039999888;98.88174159999849;95.5739287999987;97.70164719999823;92.75475519999847;79.04859600000131;76.64448560000177;93.48091999999905;97.69904639999822;
480.0000000000018;19160.0;77.30323439999768;80.13495919999744;79.88281519999933;80.33318399999757;95.98124159999767;84.74257199999883;90.69886559999804;94.91505119999744;86.8723815999989;88.94875039999883;95.22985839999788;98.63470559999826;90.31014799999876;98.63470559999826;94.91380239999852;97.430457599998;91.60648479999828;75.99905840000154;73.11721360000209;92.48095999999892;97.30718879999796;
540.0000000000088;19160.0;74.5730999999974;77.68977199999713;77.33073199999924;77.66139359999727;95.5892839999974;83.02329119999867;89.55606959999778;94.13663599999708;85.35646639999875;87.62224319999866;94.74373439999763;98.48428399999804;89.1616431999986;98.48428399999804;94.21664399999833;97.03859999999773;90.58633679999807;72.98511280000179;69.90047120000224;91.40985999999879;97.03599919999772;
600.0000000000231;19160.0;71.62803119999711;75.0996631999968;74.70863599999919;75.1412975999969;95.05250479999711;81.04310319999853;88.47406559999754;93.59985679999679;83.56461119999857;86.18907119999851;94.17276479999737;98.35811599999784;87.85888239999844;98.35811599999784;93.49580559999814;96.64664239999746;89.43455439999784;69.910736800002;66.56081040000252;90.50461999999865;96.78906319999749;
660.0000000000246;19160.0;68.7529751999968;72.65447599999649;72.09820879999913;72.6961103999966;94.39485759999678;79.00271359999836;87.36872399999731;92.91805599999645;81.95711199999846;84.86387359999836;93.68664079999712;98.0869263999976;86.82951359999826;98.20769439999762;92.97785919999795;96.37545279999722;88.56946479999762;66.81814160000214;63.07682960000257;89.57559999999852;96.39710559999722;
720.0000000000397;19160.0;65.80790639999651;70.06436719999616;69.60446959999902;70.15757279999633;93.97884639999651;77.12067759999825;86.01180959999706;92.23635519999613;80.30212159999836;83.39829119999824;92.87638319999684;97.96075839999739;85.50601119999814;97.93660479999738;92.31773279999777;96.10436319999698;87.42119439999743;63.76000560000235;59.526448800002136;88.55195999999839;95.98109439999695;
780.000000000053;19160.0;63.07777199999621;67.61917999999585;67.04071759999894;67.48578239999603;93.56273519999624;75.3663767999981;84.9165047999968;91.43378639999577;78.76275519999821;82.07258639999809;92.39025919999659;97.81033679999717;84.32228639999798;97.78618319999717;91.56117199999758;95.68825199999671;86.35425759999723;60.7689400000021;56.28659760000173;87.52821999999826;95.6857511999967;
840.0000000000632;19160.0;60.132703199995966;65.02907119999551;64.41862159999889;64.97735519999566;93.02595599999594;73.43379359999795;83.78700959999657;90.94531439999548;76.97019759999802;80.62694319999792;91.79503599999632;97.66001519999696;82.9946695999978;97.66001519999696;90.82819119999739;95.27224079999644;85.20177279999699;57.69314320000188;52.95837680000129;86.62297999999812;95.41466159999646;
900.0000000000803;19160.0;57.25764719999574;62.58388399999526;61.808194399998605;62.50883039999547;92.36830879999562;71.40530159999778;82.63336079999632;90.26351359999515;75.39922319999792;79.34993919999778;91.32058079999607;97.38882559999672;82.02597919999765;97.53374719999675;90.2864647999972;95.0010511999962;84.34987039999679;54.61246160000164;49.47439600000084;85.71763999999799;95.0227039999962;
960.0000000000949;19160.0;54.312578399995495;59.99377519999505;59.3377927999983;59.99363039999523;92.00060479999536;69.55885919999767;81.26477759999608;89.63011999999483;73.7910215999978;77.95529919999765;90.48626959999578;97.26265759999652;80.77341919999752;97.26265759999652;89.68594079999703;94.75411519999597;83.2725423999966;51.543832800001404;45.94735280000041;84.67031999999786;94.63084639999593;
1020.0000000000998;19160.0;52.45503439999535;58.4477799999949;57.58665519999806;57.963402399995026;91.58449359999508;67.78050479999752;80.22944879999582;88.80339759999447;72.25165519999766;76.6294943999975;90.01181439999553;97.1363895999963;79.58979439999736;97.1363895999963;88.96510239999684;94.3621575999957;82.21727439999638;49.368328800001244;43.62766320000008;83.64657999999773;94.35965679999569;
1080.0000000000905;19160.0;52.45503439999535;58.4477799999949;57.34161039999801;57.47331279999492;91.0718679999948;67.66381679999756;79.36895919999574;88.29067199999417;71.81212239999766;76.09126799999743;89.35661519999525;96.9860679999961;79.00779119999736;96.9860679999961;88.29219759999665;93.97029999999543;81.33086319999623;48.91072880000123;43.49930640000005;82.69387999999759;94.08846719999545;
1140.0000000000425;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
1200.0863186666552;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
1260.086318666603;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
1320.08631866655;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
1380.0863186664953;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
1440.0863186664408;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
1500.086318666387;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
1560.0863186663346;19160.0;52.45503439999535;58.4477799999949;57.213253599997984;57.344955999994895;90.80437839999468;67.66381679999756;79.31061519999577;88.02328239999406;71.81212239999766;76.09126799999743;89.34414639999522;96.86349999999601;79.00779119999736;96.96011439999603;88.29219759999665;93.96849999999537;81.33086319999623;48.773448800001226;43.42929360000004;82.40801999999755;93.94184559999536;
